id,sales
1020,12
1021,16
1022,21
1023,16
1024,7
1025,4
1026,8
1027,14
1028,18
1029,13
1030,12
1031,16
1032,21
1033,16
1034,7
1035,4
1036,8
1037,14
1038,18
1039,13
1040,44
1041,38
1042,37
1043,35
1044,22
1045,35
1046,21
1047,46
1048,37
1049,46
1050,44
1051,38
1052,37
1053,35
1054,22
1055,35
1056,21
1057,46
1058,37
1059,46
1060,44
1061,38
1062,37
1063,35
1064,22
1065,35
1066,21
1067,46
1068,37
1069,46
1070,44
1071,38
1072,37
1073,35
1074,22
1075,35
1076,21
1077,46
1078,37
1079,46
1080,44
1081,38
1082,37
1083,35
1084,22
1085,35
1086,21
1087,46
1088,37
1089,46
1090,44
1091,38
1092,37
1093,35
1094,22
1095,35
1096,21
1097,46
1098,37
1099,46
1100,44
1101,38
1102,37
1103,35
1104,22
1105,35
1106,21
1107,46
1108,37
1109,46
1110,44
1111,38
1112,37
1113,35
1114,22
1115,35
1116,21
1117,46
1118,37
1119,46
1120,44
1121,38
1122,37
1123,35
1124,22
1125,35
1126,21
1127,46
1128,37
1129,46
1130,44
1131,38
1132,37
1133,35
1134,22
1135,35
1136,21
1137,46
1138,37
1139,46
1140,44
1141,38
1142,37
1143,35
1144,22
1145,35
1146,21
1147,46
1148,37
1149,46
1150,44
1151,38
1152,37
1153,35
1154,22
1155,35
1156,21
1157,46
1158,37
1159,46
1160,44
1161,38
1162,37
1163,35
1164,22
1165,35
1166,21
1167,46
1168,37
1169,46
1170,44
1171,38
1172,37
1173,35
1174,22
1175,35
1176,21
1177,46
1178,37
1179,46
1180,44
1181,38
1182,37
1183,35
1184,22
1185,35
1186,21
1187,46
1188,37
1189,46
1190,44
1191,38
1192,37
1193,35
1194,22
1195,35
1196,21
1197,46
1198,37
1199,46
1200,44
1201,38
1202,37
1203,35
1204,22
1205,35
1206,21
1207,46
1208,37
1209,46
1210,44
1211,38
1212,37
1213,35
1214,22
1215,35
1216,21
1217,46
1218,37
1219,46
1220,44
1221,38
1222,37
1223,35
1224,22
1225,35
1226,21
1227,46
1228,37
1229,46
1230,44
1231,38
1232,37
1233,35
1234,22
1235,35
1236,21
1237,46
1238,37
1239,46
1240,44
1241,38
1242,37
1243,35
1244,22
1245,35
1246,21
1247,46
1248,37
1249,46
1250,44
1251,38
1252,37
1253,35
1254,22
1255,35
1256,21
1257,46
1258,37
1259,46
1260,44
1261,38
1262,37
1263,35
1264,22
1265,35
1266,21
1267,46
1268,37
1269,46
1270,44
1271,38
1272,37
1273,35
1274,22
1275,35
1276,21
1277,46
1278,37
1279,46
1280,44
1281,38
1282,37
1283,35
1284,22
1285,35
1286,21
1287,46
1288,37
1289,46
1290,44
1291,38
1292,37
1293,35
1294,22
1295,35
1296,21
1297,46
1298,37
1299,46
1300,12
1301,36
1302,31
1303,19
1304,16
1305,17
1306,12
1307,25
1308,20
1309,41
1310,12
1311,36
1312,31
1313,19
1314,16
1315,17
1316,12
1317,25
1318,20
1319,41
1320,12
1321,36
1322,31
1323,19
1324,16
1325,17
1326,12
1327,25
1328,20
1329,41
1330,12
1331,36
1332,31
1333,19
1334,16
1335,17
1336,12
1337,25
1338,20
1339,41
1340,12
1341,36
1342,31
1343,19
1344,16
1345,17
1346,12
1347,25
1348,20
1349,41
1350,12
1351,36
1352,31
1353,19
1354,16
1355,17
1356,12
1357,25
1358,20
1359,41
1360,12
1361,36
1362,31
1363,19
1364,16
1365,17
1366,12
1367,25
1368,20
1369,41
1370,12
1371,36
1372,31
1373,19
1374,16
1375,17
1376,12
1377,25
1378,20
1379,41
1380,12
1381,36
1382,31
1383,19
1384,16
1385,17
1386,12
1387,25
1388,20
1389,41
1390,12
1391,36
1392,31
1393,19
1394,16
1395,17
1396,12
1397,25
1398,20
1399,41
1400,12
1401,36
1402,31
1403,19
1404,16
1405,17
1406,12
1407,25
1408,20
1409,41
1410,12
1411,36
1412,31
1413,19
1414,16
1415,17
1416,12
1417,25
1418,20
1419,41
1420,12
1421,36
1422,31
1423,19
1424,16
1425,17
1426,12
1427,25
1428,20
1429,41
1430,12
1431,36
1432,31
1433,19
1434,16
1435,17
1436,12
1437,25
1438,20
1439,41
1440,12
1441,36
1442,31
1443,19
1444,16
1445,17
1446,12
1447,25
1448,20
1449,41
1450,12
1451,36
1452,31
1453,19
1454,16
1455,17
1456,12
1457,25
1458,20
1459,41
1460,12
1461,36
1462,31
1463,19
1464,16
1465,17
1466,12
1467,25
1468,20
1469,41
1470,12
1471,36
1472,31
1473,19
1474,16
1475,17
1476,12
1477,25
1478,20
1479,41
1480,12
1481,36
1482,31
1483,19
1484,16
1485,17
1486,12
1487,25
1488,20
1489,41
1490,12
1491,36
1492,31
1493,19
1494,16
1495,17
1496,12
1497,25
1498,20
1499,41
1500,12
1501,36
1502,31
1503,19
1504,16
1505,17
1506,12
1507,25
1508,20
1509,41
1510,12
1511,36
1512,31
1513,19
1514,16
1515,17
1516,12
1517,25
1518,20
1519,41
1520,12
1521,36
1522,31
1523,19
1524,16
1525,17
1526,12
1527,25
1528,20
1529,41
1530,12
1531,36
1532,31
1533,19
1534,16
1535,17
1536,12
1537,25
1538,20
1539,41
1540,12
1541,36
1542,31
1543,19
1544,16
1545,17
1546,12
1547,25
1548,20
1549,41
1550,12
1551,36
1552,31
1553,19
1554,16
1555,17
1556,12
1557,25
1558,20
1559,41
1560,9
1561,10
1562,15
1563,18
1564,7
1565,8
1566,7
1567,7
1568,12
1569,15
1570,9
1571,10
1572,15
1573,18
1574,7
1575,8
1576,7
1577,7
1578,12
1579,15
1580,9
1581,10
1582,15
1583,18
1584,7
1585,8
1586,7
1587,7
1588,12
1589,15
1590,9
1591,10
1592,15
1593,18
1594,7
1595,8
1596,7
1597,7
1598,12
1599,15
1600,9
1601,10
1602,15
1603,18
1604,7
1605,8
1606,7
1607,7
1608,12
1609,15
1610,9
1611,10
1612,15
1613,18
1614,7
1615,8
1616,7
1617,7
1618,12
1619,15
1620,9
1621,10
1622,15
1623,18
1624,7
1625,8
1626,7
1627,7
1628,12
1629,15
1630,9
1631,10
1632,15
1633,18
1634,7
1635,8
1636,7
1637,7
1638,12
1639,15
1640,9
1641,10
1642,15
1643,18
1644,7
1645,8
1646,7
1647,7
1648,12
1649,15
1650,9
1651,10
1652,15
1653,18
1654,7
1655,8
1656,7
1657,7
1658,12
1659,15
1660,9
1661,10
1662,15
1663,18
1664,7
1665,8
1666,7
1667,7
1668,12
1669,15
1670,9
1671,10
1672,15
1673,18
1674,7
1675,8
1676,7
1677,7
1678,12
1679,15
1680,9
1681,10
1682,15
1683,18
1684,7
1685,8
1686,7
1687,7
1688,12
1689,15
1690,9
1691,10
1692,15
1693,18
1694,7
1695,8
1696,7
1697,7
1698,12
1699,15
1700,9
1701,10
1702,15
1703,18
1704,7
1705,8
1706,7
1707,7
1708,12
1709,15
1710,9
1711,10
1712,15
1713,18
1714,7
1715,8
1716,7
1717,7
1718,12
1719,15
1720,9
1721,10
1722,15
1723,18
1724,7
1725,8
1726,7
1727,7
1728,12
1729,15
1730,9
1731,10
1732,15
1733,18
1734,7
1735,8
1736,7
1737,7
1738,12
1739,15
1740,9
1741,10
1742,15
1743,18
1744,7
1745,8
1746,7
1747,7
1748,12
1749,15
1750,9
1751,10
1752,15
1753,18
1754,7
1755,8
1756,7
1757,7
1758,12
1759,15
1760,9
1761,10
1762,15
1763,18
1764,7
1765,8
1766,7
1767,7
1768,12
1769,15
1770,9
1771,10
1772,15
1773,18
1774,7
1775,8
1776,7
1777,7
1778,12
1779,15
1780,9
1781,10
1782,15
1783,18
1784,7
1785,8
1786,7
1787,7
1788,12
1789,15
1790,9
1791,10
1792,15
1793,18
1794,7
1795,8
1796,7
1797,7
1798,12
1799,15
1800,9
1801,10
1802,15
1803,18
1804,7
1805,8
1806,7
1807,7
1808,12
1809,15
1810,9
1811,10
1812,15
1813,18
1814,7
1815,8
1816,7
1817,7
1818,12
1819,15
1820,11
1821,16
1822,12
1823,11
1824,14
1825,8
1826,7
1827,22
1828,7
1829,11
1830,11
1831,16
1832,12
1833,11
1834,14
1835,8
1836,7
1837,22
1838,7
1839,11
1840,11
1841,16
1842,12
1843,11
1844,14
1845,8
1846,7
1847,22
1848,7
1849,11
1850,11
1851,16
1852,12
1853,11
1854,14
1855,8
1856,7
1857,22
1858,7
1859,11
1860,11
1861,16
1862,12
1863,11
1864,14
1865,8
1866,7
1867,22
1868,7
1869,11
1870,11
1871,16
1872,12
1873,11
1874,14
1875,8
1876,7
1877,22
1878,7
1879,11
1880,11
1881,16
1882,12
1883,11
1884,14
1885,8
1886,7
1887,22
1888,7
1889,11
1890,11
1891,16
1892,12
1893,11
1894,14
1895,8
1896,7
1897,22
1898,7
1899,11
1900,11
1901,16
1902,12
1903,11
1904,14
1905,8
1906,7
1907,22
1908,7
1909,11
1910,11
1911,16
1912,12
1913,11
1914,14
1915,8
1916,7
1917,22
1918,7
1919,11
1920,11
1921,16
1922,12
1923,11
1924,14
1925,8
1926,7
1927,22
1928,7
1929,11
1930,11
1931,16
1932,12
1933,11
1934,14
1935,8
1936,7
1937,22
1938,7
1939,11
1940,11
1941,16
1942,12
1943,11
1944,14
1945,8
1946,7
1947,22
1948,7
1949,11
1950,11
1951,16
1952,12
1953,11
1954,14
1955,8
1956,7
1957,22
1958,7
1959,11
1960,11
1961,16
1962,12
1963,11
1964,14
1965,8
1966,7
1967,22
1968,7
1969,11
1970,11
1971,16
1972,12
1973,11
1974,14
1975,8
1976,7
1977,22
1978,7
1979,11
1980,11
1981,16
1982,12
1983,11
1984,14
1985,8
1986,7
1987,22
1988,7
1989,11
1990,11
1991,16
1992,12
1993,11
1994,14
1995,8
1996,7
1997,22
1998,7
1999,11
2000,11
2001,16
2002,12
2003,11
2004,14
2005,8
2006,7
2007,22
2008,7
2009,11
2010,11
2011,16
2012,12
2013,11
2014,14
2015,8
2016,7
2017,22
2018,7
2019,11
2020,11
2021,16
2022,12
2023,11
2024,14
2025,8
2026,7
2027,22
2028,7
2029,11
2030,11
2031,16
2032,12
2033,11
2034,14
2035,8
2036,7
2037,22
2038,7
2039,11
2040,11
2041,16
2042,12
2043,11
2044,14
2045,8
2046,7
2047,22
2048,7
2049,11
2050,11
2051,16
2052,12
2053,11
2054,14
2055,8
2056,7
2057,22
2058,7
2059,11
2060,11
2061,16
2062,12
2063,11
2064,14
2065,8
2066,7
2067,22
2068,7
2069,11
2070,11
2071,16
2072,12
2073,11
2074,14
2075,8
2076,7
2077,22
2078,7
2079,11
2080,33
2081,42
2082,46
2083,31
2084,27
2085,21
2086,30
2087,45
2088,39
2089,43
2090,33
2091,42
2092,46
2093,31
2094,27
2095,21
2096,30
2097,45
2098,39
2099,43
2100,33
2101,42
2102,46
2103,31
2104,27
2105,21
2106,30
2107,45
2108,39
2109,43
2110,33
2111,42
2112,46
2113,31
2114,27
2115,21
2116,30
2117,45
2118,39
2119,43
2120,33
2121,42
2122,46
2123,31
2124,27
2125,21
2126,30
2127,45
2128,39
2129,43
2130,33
2131,42
2132,46
2133,31
2134,27
2135,21
2136,30
2137,45
2138,39
2139,43
2140,33
2141,42
2142,46
2143,31
2144,27
2145,21
2146,30
2147,45
2148,39
2149,43
2150,33
2151,42
2152,46
2153,31
2154,27
2155,21
2156,30
2157,45
2158,39
2159,43
2160,33
2161,42
2162,46
2163,31
2164,27
2165,21
2166,30
2167,45
2168,39
2169,43
2170,33
2171,42
2172,46
2173,31
2174,27
2175,21
2176,30
2177,45
2178,39
2179,43
2180,33
2181,42
2182,46
2183,31
2184,27
2185,21
2186,30
2187,45
2188,39
2189,43
2190,33
2191,42
2192,46
2193,31
2194,27
2195,21
2196,30
2197,45
2198,39
2199,43
2200,33
2201,42
2202,46
2203,31
2204,27
2205,21
2206,30
2207,45
2208,39
2209,43
2210,33
2211,42
2212,46
2213,31
2214,27
2215,21
2216,30
2217,45
2218,39
2219,43
2220,33
2221,42
2222,46
2223,31
2224,27
2225,21
2226,30
2227,45
2228,39
2229,43
2230,33
2231,42
2232,46
2233,31
2234,27
2235,21
2236,30
2237,45
2238,39
2239,43
2240,33
2241,42
2242,46
2243,31
2244,27
2245,21
2246,30
2247,45
2248,39
2249,43
2250,33
2251,42
2252,46
2253,31
2254,27
2255,21
2256,30
2257,45
2258,39
2259,43
2260,33
2261,42
2262,46
2263,31
2264,27
2265,21
2266,30
2267,45
2268,39
2269,43
2270,33
2271,42
2272,46
2273,31
2274,27
2275,21
2276,30
2277,45
2278,39
2279,43
2280,33
2281,42
2282,46
2283,31
2284,27
2285,21
2286,30
2287,45
2288,39
2289,43
2290,33
2291,42
2292,46
2293,31
2294,27
2295,21
2296,30
2297,45
2298,39
2299,43
2300,33
2301,42
2302,46
2303,31
2304,27
2305,21
2306,30
2307,45
2308,39
2309,43
2310,33
2311,42
2312,46
2313,31
2314,27
2315,21
2316,30
2317,45
2318,39
2319,43
2320,33
2321,42
2322,46
2323,31
2324,27
2325,21
2326,30
2327,45
2328,39
2329,43
2330,33
2331,42
2332,46
2333,31
2334,27
2335,21
2336,30
2337,45
2338,39
2339,43
2340,32
2341,48
2342,47
2343,28
2344,25
2345,27
2346,16
2347,42
2348,42
2349,43
2350,32
2351,48
2352,47
2353,28
2354,25
2355,27
2356,16
2357,42
2358,42
2359,43
2360,32
2361,48
2362,47
2363,28
2364,25
2365,27
2366,16
2367,42
2368,42
2369,43
2370,32
2371,48
2372,47
2373,28
2374,25
2375,27
2376,16
2377,42
2378,42
2379,43
2380,32
2381,48
2382,47
2383,28
2384,25
2385,27
2386,16
2387,42
2388,42
2389,43
2390,32
2391,48
2392,47
2393,28
2394,25
2395,27
2396,16
2397,42
2398,42
2399,43
2400,32
2401,48
2402,47
2403,28
2404,25
2405,27
2406,16
2407,42
2408,42
2409,43
2410,32
2411,48
2412,47
2413,28
2414,25
2415,27
2416,16
2417,42
2418,42
2419,43
2420,32
2421,48
2422,47
2423,28
2424,25
2425,27
2426,16
2427,42
2428,42
2429,43
2430,32
2431,48
2432,47
2433,28
2434,25
2435,27
2436,16
2437,42
2438,42
2439,43
2440,32
2441,48
2442,47
2443,28
2444,25
2445,27
2446,16
2447,42
2448,42
2449,43
2450,32
2451,48
2452,47
2453,28
2454,25
2455,27
2456,16
2457,42
2458,42
2459,43
2460,32
2461,48
2462,47
2463,28
2464,25
2465,27
2466,16
2467,42
2468,42
2469,43
2470,32
2471,48
2472,47
2473,28
2474,25
2475,27
2476,16
2477,42
2478,42
2479,43
2480,32
2481,48
2482,47
2483,28
2484,25
2485,27
2486,16
2487,42
2488,42
2489,43
2490,32
2491,48
2492,47
2493,28
2494,25
2495,27
2496,16
2497,42
2498,42
2499,43
2500,32
2501,48
2502,47
2503,28
2504,25
2505,27
2506,16
2507,42
2508,42
2509,43
2510,32
2511,48
2512,47
2513,28
2514,25
2515,27
2516,16
2517,42
2518,42
2519,43
2520,32
2521,48
2522,47
2523,28
2524,25
2525,27
2526,16
2527,42
2528,42
2529,43
2530,32
2531,48
2532,47
2533,28
2534,25
2535,27
2536,16
2537,42
2538,42
2539,43
2540,32
2541,48
2542,47
2543,28
2544,25
2545,27
2546,16
2547,42
2548,42
2549,43
2550,32
2551,48
2552,47
2553,28
2554,25
2555,27
2556,16
2557,42
2558,42
2559,43
2560,32
2561,48
2562,47
2563,28
2564,25
2565,27
2566,16
2567,42
2568,42
2569,43
2570,32
2571,48
2572,47
2573,28
2574,25
2575,27
2576,16
2577,42
2578,42
2579,43
2580,32
2581,48
2582,47
2583,28
2584,25
2585,27
2586,16
2587,42
2588,42
2589,43
2590,32
2591,48
2592,47
2593,28
2594,25
2595,27
2596,16
2597,42
2598,42
2599,43
2600,47
2601,57
2602,48
2603,43
2604,41
2605,46
2606,33
2607,57
2608,57
2609,57
2610,47
2611,57
2612,48
2613,43
2614,41
2615,46
2616,33
2617,57
2618,57
2619,57
2620,47
2621,57
2622,48
2623,43
2624,41
2625,46
2626,33
2627,57
2628,57
2629,57
2630,47
2631,57
2632,48
2633,43
2634,41
2635,46
2636,33
2637,57
2638,57
2639,57
2640,47
2641,57
2642,48
2643,43
2644,41
2645,46
2646,33
2647,57
2648,57
2649,57
2650,47
2651,57
2652,48
2653,43
2654,41
2655,46
2656,33
2657,57
2658,57
2659,57
2660,47
2661,57
2662,48
2663,43
2664,41
2665,46
2666,33
2667,57
2668,57
2669,57
2670,47
2671,57
2672,48
2673,43
2674,41
2675,46
2676,33
2677,57
2678,57
2679,57
2680,47
2681,57
2682,48
2683,43
2684,41
2685,46
2686,33
2687,57
2688,57
2689,57
2690,47
2691,57
2692,48
2693,43
2694,41
2695,46
2696,33
2697,57
2698,57
2699,57
2700,47
2701,57
2702,48
2703,43
2704,41
2705,46
2706,33
2707,57
2708,57
2709,57
2710,47
2711,57
2712,48
2713,43
2714,41
2715,46
2716,33
2717,57
2718,57
2719,57
2720,47
2721,57
2722,48
2723,43
2724,41
2725,46
2726,33
2727,57
2728,57
2729,57
2730,47
2731,57
2732,48
2733,43
2734,41
2735,46
2736,33
2737,57
2738,57
2739,57
2740,47
2741,57
2742,48
2743,43
2744,41
2745,46
2746,33
2747,57
2748,57
2749,57
2750,47
2751,57
2752,48
2753,43
2754,41
2755,46
2756,33
2757,57
2758,57
2759,57
2760,47
2761,57
2762,48
2763,43
2764,41
2765,46
2766,33
2767,57
2768,57
2769,57
2770,47
2771,57
2772,48
2773,43
2774,41
2775,46
2776,33
2777,57
2778,57
2779,57
2780,47
2781,57
2782,48
2783,43
2784,41
2785,46
2786,33
2787,57
2788,57
2789,57
2790,47
2791,57
2792,48
2793,43
2794,41
2795,46
2796,33
2797,57
2798,57
2799,57
2800,47
2801,57
2802,48
2803,43
2804,41
2805,46
2806,33
2807,57
2808,57
2809,57
2810,47
2811,57
2812,48
2813,43
2814,41
2815,46
2816,33
2817,57
2818,57
2819,57
2820,47
2821,57
2822,48
2823,43
2824,41
2825,46
2826,33
2827,57
2828,57
2829,57
2830,47
2831,57
2832,48
2833,43
2834,41
2835,46
2836,33
2837,57
2838,57
2839,57
2840,47
2841,57
2842,48
2843,43
2844,41
2845,46
2846,33
2847,57
2848,57
2849,57
2850,47
2851,57
2852,48
2853,43
2854,41
2855,46
2856,33
2857,57
2858,57
2859,57
2860,35
2861,39
2862,47
2863,37
2864,20
2865,19
2866,23
2867,24
2868,42
2869,23
2870,35
2871,39
2872,47
2873,37
2874,20
2875,19
2876,23
2877,24
2878,42
2879,23
2880,35
2881,39
2882,47
2883,37
2884,20
2885,19
2886,23
2887,24
2888,42
2889,23
2890,35
2891,39
2892,47
2893,37
2894,20
2895,19
2896,23
2897,24
2898,42
2899,23
2900,35
2901,39
2902,47
2903,37
2904,20
2905,19
2906,23
2907,24
2908,42
2909,23
2910,35
2911,39
2912,47
2913,37
2914,20
2915,19
2916,23
2917,24
2918,42
2919,23
2920,35
2921,39
2922,47
2923,37
2924,20
2925,19
2926,23
2927,24
2928,42
2929,23
2930,35
2931,39
2932,47
2933,37
2934,20
2935,19
2936,23
2937,24
2938,42
2939,23
2940,35
2941,39
2942,47
2943,37
2944,20
2945,19
2946,23
2947,24
2948,42
2949,23
2950,35
2951,39
2952,47
2953,37
2954,20
2955,19
2956,23
2957,24
2958,42
2959,23
2960,35
2961,39
2962,47
2963,37
2964,20
2965,19
2966,23
2967,24
2968,42
2969,23
2970,35
2971,39
2972,47
2973,37
2974,20
2975,19
2976,23
2977,24
2978,42
2979,23
2980,35
2981,39
2982,47
2983,37
2984,20
2985,19
2986,23
2987,24
2988,42
2989,23
2990,35
2991,39
2992,47
2993,37
2994,20
2995,19
2996,23
2997,24
